bik;name;coraccount;isactive;isbank;address
046015938;ОАО АКБ 'СТЕЛЛА-БАНК';30101810400000000938;1;1;РОСТОВ-НА-ДОНУ, УЛ.БОЛЬШАЯ САДОВАЯ,188А/47/221
041117945;АРХАНГЕЛЬСКИЙ ФИЛИАЛ КБ 'РЭБ' (ЗАО);30101810400000000945;1;1;АРХАНГЕЛЬСК, УЛ.ПОМОРСКАЯ,2/68
046551949;Ф-Л ЕКАТЕРИНБУРГСКИЙ ООО КБ 'АДМИРАЛТЕЙСКИЙ';30101810400000000949;1;1;ЕКАТЕРИНБУРГ, УЛ.ВОЛГОГРАДСКАЯ,193
044525112;МОСКОВСКИЙ ФИЛИАЛ АБ 'РОССИЯ';30101810500000000112;1;1;МОСКВА, МЕРЗЛЯКОВСКИЙ ПЕР.,18 СТР.2
046577952;ФИЛИАЛ ОАО БАНК ВТБ В Г. ЕКАТЕРИНБУРГЕ;30101810400000000952;1;1;ЕКАТЕРИНБУРГ, УЛ.МАРШАЛА ЖУКОВА,5
041117958;ФИЛИАЛ 'СУДОХОДНЫЙ' ЗАО БАНК 'СОВЕТСКИЙ';30101810400000000958;1;1;АРХАНГЕЛЬСК, УЛ.ПОМОРСКАЯ,49
046577965;ЕКАТЕРИНБУРГСКИЙ ФИЛИАЛ ОАО 'БАНК МОСКВЫ';30101810400000000965;1;1;ЕКАТЕРИНБУРГ, УЛ.МАРШАЛА ЖУКОВА,10
046015967;Ф-Л ОАО 'МТС-БАНК' В Г.РОСТОВЕ-НА-ДОНУ;30101810400000000967;1;1;РОСТОВ-НА-ДОНУ, ПР.КИРОВСКИЙ,126/238
047501973;ФКБ 'ЮНИАСТРУМ БАНК' В ЧЕЛЯБИНСКЕ;30101810400000000973;1;1;ЧЕЛЯБИНСК, УЛ.ЦВИЛЛИНГА,35
046577978;ФКБ 'СДМ-БАНК' (ОАО) В Г. ЕКАТЕРИНБУРГЕ;30101810400000000978;1;1;ЕКАТЕРИНБУРГ, УЛ.ЛУНАЧАРСКОГО,31
046577981;ЕКАТЕРИНБУРГСКИЙ Ф-Л 'ДИЛ-БАНК' (ООО);30101810400000000981;1;1;ЕКАТЕРИНБУРГ, УЛ.НАРОДНОЙ ВОЛИ,69
047130986;ТЮМЕНСКИЙ ФИЛИАЛ ЗАО КБ 'ЭКСПЕРТ БАНК';30101810400000000986;1;1;ТЮМЕНЬ, УЛ.НЕМЦОВА,22
041117987;АРХАНГЕЛЬСКИЙ ФИЛИАЛ ОАО 'БАЛТИЙСКИЙ БАНК';30101810400000000987;1;1;АРХАНГЕЛЬСК, УЛ.К.МАРКСА,15
042809995;ФИЛИАЛ ОАО 'ГУТА-БАНК' В Г. ТВЕРИ;30101810400000000995;1;1;ТВЕРЬ, ТВЕРСКОЙ ПР.,6
040502900;ПРИМОРСКИЙ ФИЛИАЛ АКБ 'БАНК КИТАЯ (ЭЛОС)';30101810405020000900;1;1;ВЛАДИВОСТОК, УЛ.ВЕРХНЕПОРТОВАЯ,44А
041012768;ФИЛИАЛ N 2811 ВТБ 24 (ЗАО);30101810410120000768;1;1;БЛАГОВЕЩЕНСК, УЛ.КРАСНОФЛОТСКАЯ,135
041806719;ФИЛИАЛ ОАО 'РОСТ БАНК' В Г.ВОЛГОГРАДЕ;30101810418060000719;1;1;ВОЛГОГРАД, УЛ.КРАСНОЗНАМЕНСКАЯ,7А
041909789;ФИЛИАЛ N27 АКБ МОСОБЛБАНК ОАО;30101810419090000789;1;1;ВОЛОГДА, УЛ.М.УЛЬЯНОВОЙ,13
042202763;НИЖЕГОРОДСКИЙ Ф-Л ЗАО МКБ 'МОСКОМПРИВАТБАНК';30101810422020000763;1;1;НИЖНИЙ НОВГОРОД, УЛ.МАЛАЯ ПОКРОВСКАЯ,6-2
042520898;ИРКУТСКИЙ ФИЛИАЛ ООО 'ВНЕШПРОМБАНК';30101810425200000898;1;1;ИРКУТСК, Б-Р ГАГАРИНА,68-Б
042748869;ФКБ 'ФИНАНСОВЫЙ СТАНДАРТ' (ООО) КАЛИНИНГРАД;30101810427480000869;1;1;КАЛИНИНГРАД, УЛ.НЕФТЯНАЯ,15
043510109;ФИЛИАЛ 'КРЫМСКИЙ' ЗАО 'ФИА-БАНК';30101810435100000109;1;1;СИМФЕРОПОЛЬ, УЛ.СЕВАСТОПОЛЬСКАЯ,8/1
043678719;ФИЛИАЛ ОАО 'РОСТ БАНК' В Г. ТОЛЬЯТТИ;30101810436780000719;1;1;ТОЛЬЯТТИ, УЛ.ЮБИЛЕЙНАЯ,31-Г
044030730;СЕВЕРО-ЗАПАДНЫЙ ФИЛИАЛ 'ЗАПСИБКОМБАНК' ОАО;30101810440300000730;1;1;САНКТ-ПЕТЕРБУРГ, МОСКОВСКИЙ ПР.,191,Л.А,П.23Н
044030895;ФИЛИАЛ 'СЕВЕРО-ЗАПАДНЫЙ' 'ИНРЕСБАНК' ООО;30101810440300000895;1;1;САНКТ-ПЕТЕРБУРГ, ПЕТРОГРАДСКАЯ НАБ.,22,ЛИТ.А
044030921;ФКБ 'НЕФТЯНОЙ АЛЬЯНС' (ОАО) В Г.СПБ;30101810440300000921;1;1;САНКТ-ПЕТЕРБУРГ, УЛ.ЧАПАЕВА,15,ЛИТ.'А',ПОМ.8Н
044030934;КУ ОАО 'ЕВРОСИБ БАНК'-ГК 'АСВ';30101810440300000934;1;1;САНКТ-ПЕТЕРБУРГ, ПЛ.КОНСТИТУЦИИ,3,ЛИТ.А,ПОМ.7Н
044030947;С-ПЕТЕРБУРГСКИЙ Ф-Л ОАО РАКБ 'ДОНХЛЕББАНК';30101810440300000947;1;1;САНКТ-ПЕТЕРБУРГ, УЛ.ХЕРСОНСКАЯ,12-14,ЛИТ.А
044661444;КОРОЛЁВСКИЙ ФИЛИАЛ АБ 'РОССИЯ';30101810446610000444;1;1;КОРОЛЕВ, УЛ.БОГОМОЛОВА,4
045003722;ФАКБ 'ИНВЕСТТОРГБАНК' (ОАО) 'НОВОСИБИРСКИЙ';30101810450030000722;1;1;НОВОСИБИРСК, ПР.ДИМИТРОВА,1/1
045003735;ФМКБ 'МАК-БАНК'(ООО) В Г.НОВОСИБИРСКЕ;30101810450030000735;1;1;НОВОСИБИРСК, УЛ.БОЛЬШЕВИСТСКАЯ,103
045004751;ФИЛИАЛ N5440 ВТБ 24 (ЗАО);30101810450040000751;1;1;НОВОСИБИРСК, УЛ.ФРУНЗЕ,232,234,234/1
045402715;ФИЛИАЛ N 5711 ВТБ 24 (ЗАО);30101810454020000715;1;1;ОРЕЛ, УЛ.ТУРГЕНЕВА,16,ПОМ.86
046311896;ФИЛИАЛ N 6411 ВТБ 24 (ЗАО);30101810463110000896;1;1;САРАТОВ, УЛ.ИМ.ДЗЕРЖИНСКОГО Ф.Э.,9/11
046577984;ЕКАТЕРИНБУРГСКИЙ ФИЛИАЛ ООО 'ВНЕШПРОМБАНК';30101810465770000984;1;1;ЕКАТЕРИНБУРГ, УЛ.ХОХРЯКОВА,98
046711504;КРЫМСКИЙ ФИЛИАЛ ОАО КБ 'ВЕРХНЕВОЛЖСКИЙ';30101810467110000504;1;1;СЕВАСТОПОЛЬ, УЛ.СУВОРОВА,39А
048073765;ОАО БАНК 'ПСБ';30101810480730000765;1;1;УФА, УЛ.ДОСТОЕВСКОГО,100
048073914;УФИМСКИЙ ФИЛИАЛ АБ 'РОССИЯ';30101810480730000914;1;1;УФА, УЛ.ЛЕНИНА,5/4
048602835;ФИЛИАЛ ОАО 'РОСТ БАНК' В Г. ПЕТРОЗАВОДСКЕ;30101810486020000835;1;1;ПЕТРОЗАВОДСК, УЛ.КРАСНАЯ,36 ПОМ.19
048401051;ФИЛИАЛ АКБ 'НООСФЕРА' (ЗАО) В С.УСТЬ-КОКСА;30101810500000000051;1;1;УСТЬ-КОКСА, УЛ.ЮШКИНА,1Б
044525057;ОАО 'БАНК РОССИЙСКИЙ КРЕДИТ';30101810500000000057;1;1;МОСКВА, УЛ.САЛЬВАДОРА АЛЬЕНДЕ,7
044525060;ВНЕШЭКОНОМБАНК;30101810500000000060;1;1;МОСКВА, ПР.АКАДЕМИКА САХАРОВА,9
044585116;ООО РИТ-БАНК;30101810500000000116;1;1;МОСКВА, УЛ.ПЯТНИЦКАЯ,42
044583125;МОРСКОЙ БАНК (ОАО);30101810500000000125;1;1;МОСКВА, ВАРШАВСКОЕ Ш.,1 СТР.1-2
044525125;ФИЛИАЛ 'АНКОР БАНК' (ОАО) В Г.МОСКВЕ;30101810500000000125;1;1;МОСКВА, УЛ.МАРШАЛА МЕРЕЦКОВА,3
044599126;МОСКОВСКИЙ ФИЛИАЛ ОАО 'О.К. БАНК';30101810500000000126;1;1;МОСКВА, УЛ.ТРУБНАЯ,35
044579128;'ФИНАРС БАНК' (ЗАО);30101810500000000128;1;1;МОСКВА, МОСКВОРЕЦКАЯ НАБ.,7 СТР.2
044585129;'ФРЕСКО БАНК' (ЗАО);30101810500000000129;1;1;МОСКВА, УЛ.АВИАКОНСТРУКТОРА МИКОЯНА,12
047144709;ЗАО 'СНГБ';30101810600000000709;1;1;СУРГУТ, УЛ.КУКУЕВИЦКОГО,Д.19
044579131;ООО КБ 'АДМИРАЛТЕЙСКИЙ';30101810500000000131;1;1;МОСКВА, ЛОПУХИНСКИЙ ПЕР.,6 СТР.1
044583138;ООО КБ 'РАСЧЕТНЫЙ ДОМ';30101810500000000138;1;1;МОСКВА, ПАВЛОВСКИЙ ПЕР.,3
044585145;КУ 'РГТ-БАНК' (ЗАО) - ГК 'АСВ';30101810500000000145;1;1;МОСКВА, ВЕРХНИЙ ТАГАНСКИЙ ТУПИК,4
044585161;КБ 'ЛОКО-БАНК' (ЗАО);30101810500000000161;1;1;МОСКВА, УЛ.ГОСПИТАЛЬНАЯ,14
044585174;АКБ 'КРОССИНВЕСТБАНК' (ОАО);30101810500000000174;1;1;МОСКВА, НОВОДАНИЛОВСКАЯ НАБ.,4А
044585187;АКБ 'МОСКОВСКИЙ ВЕКСЕЛЬНЫЙ БАНК' (ЗАО);30101810500000000187;1;1;МОСКВА, ИЛЬМЕНСКИЙ ПР-Д,10 СТР.1
046015207;ФИЛИАЛ 'РОСТОВСКИЙ' ОАО 'АЛЬФА-БАНК';30101810500000000207;1;1;РОСТОВ-НА-ДОНУ, УЛ.ТЕМЕРНИЦКАЯ,93
044579212;КУ КБ 'ТРАНСИНВЕСТБАНК' (ООО) - ГК 'АСВ';30101810500000000212;1;1;МОСКВА, ВЕРХНИЙ ТАГАНСКИЙ ТУПИК,4
046027213;РОСТОВСКИЙ ФИЛИАЛ ЗАО 'ТУСАРБАНК';30101810500000000213;1;1;РОСТОВ-НА-ДОНУ, ПЕР.БРАТСКИЙ,56
044525219;ОАО 'БАНК МОСКВЫ';30101810500000000219;1;1;МОСКВА, УЛ.РОЖДЕСТВЕНКА,8/15 СТР.3
044525222;'ИНГ БАНК (ЕВРАЗИЯ) ЗАО';30101810500000000222;1;1;МОСКВА, УЛ.КРАСНОПРОЛЕТАРСКАЯ,36
046015223;ФКБ 'ЮНИАСТРУМ БАНК' В РОСТОВЕ-НА-ДОНУ;30101810500000000223;1;1;РОСТОВ-НА-ДОНУ, ПР.СОКОЛОВА,84/302
044585226;КБ 'ВЕГА-БАНК' (ООО);30101810500000000226;1;1;МОСКВА, ПР.БУДЕННОГО,32А
044579238;ООО КБ 'АКАДЕМРУСБАНК';30101810500000000238;1;1;МОСКВА, УЛ.ДМИТРИЯ УЛЬЯНОВА,35 СТР.1
044585239;КУ АКБ 'ТРОЙКА' (ОАО) - ГК 'АСВ';30101810500000000239;1;1;МОСКВА, ВЕРХНИЙ ТАГАНСКИЙ ТУПИК,4
044579254;МОСКОВСКИЙ ФИЛИАЛ ОАО 'ЛИПЕЦККОМБАНК';30101810500000000254;1;1;МОСКВА, УЛ.ЛОБАНОВА,2/21
044579267;КБ 'ЕДИНСТВЕННЫЙ' (ООО);30101810500000000267;1;1;МОСКВА, ЛУЖНЕЦКАЯ НАБ.,8 СТР.1
044525277;ООО 'МОРГАН СТЭНЛИ БАНК';30101810500000000277;1;1;МОСКВА, УЛ.1-АЯ ТВЕРСКАЯ-ЯМСКАЯ,21
044525280;КБ 'РТБК' (ООО);30101810500000000280;1;1;МОСКВА, УЛ.ТИМУРА ФРУНЗЕ,11 СТР.60А
044579283;ОАО МПБ;30101810500000000283;1;1;МОСКВА, МИЛЮТИНСКИЙ ПЕР.,2
044585284;КБ 'МИКО-БАНК' ООО;30101810500000000284;1;1;МОСКВА, УЛ.НАГАТИНСКАЯ,22-1
046029291;ФИЛИАЛ ЗАО 'ГЕНБАНК' В Г.РОСТОВ-НА-ДОНУ;30101810500000000291;1;1;РОСТОВ-НА-ДОНУ, УЛ.ПУШКИНСКАЯ,94
044585297;ОАО БАНК 'ОТКРЫТИЕ';30101810500000000297;1;1;МОСКВА, УЛ.ТИМУРА ФРУНЗЕ,11 СТР.13
046029301;Ф-Л ЗАО АКБ 'НОВИКОМБАНК' В Г.РОСТОВЕ-НА-ДОНУ;30101810500000000301;1;1;РОСТОВ-НА-ДОНУ, ПР.БУДЕННОВСКИЙ,59
044583303;ОАО МАБ 'ТЕМПБАНК';30101810500000000303;1;1;МОСКВА, КРУТИЦКИЙ ВАЛ,26 СТР.2
044583358;МОСКОВСКИЙ ФИЛИАЛ АКБ 'КРЫЛОВСКИЙ' (ОАО);30101810500000000358;1;1;МОСКВА, УЛ.ЭЛЕКТРОДНАЯ,10 СТР.3
044583361;'РУНЭТБАНК' (ЗАО);30101810500000000361;1;1;МОСКВА, УЛ.ГАШЕКА,9 СТР.1 К.4
044525361;ЗАО 'БАНК ОФ ТОКИО-МИЦУБИСИ ЮФДЖЕЙ (ЕВРАЗИЯ)';30101810500000000361;1;1;МОСКВА, РОМАНОВ ПЕР.,4
044579377;ОАО КБ 'ТЭСТ';30101810500000000377;1;1;МОСКВА, ЛЕНИНСКИЙ ПР.,42-1
044525455;ООО 'ВНЕШПРОМБАНК';30101810500000000455;1;1;МОСКВА, КОМСОМОЛЬСКИЙ ПР.,42 СТР.1
044579461;АКБ 'БЕНИФИТ-БАНК' (ЗАО);30101810500000000461;1;1;МОСКВА, УЛ.2-Я БРЕСТСКАЯ,32
040485488;ФОАО 'ДАЛЬНЕВОСТОЧНЫЙ БАНК' 'КРАСНОЯРСКИЙ';30101810500000000488;1;1;КРАСНОЯРСК, УЛ.МОЛОКОВА,1-4
044585491;ООО ПИР БАНК;30101810500000000491;1;1;МОСКВА, НОВИНСКИЙ Б-Р,3 СТР.1
047888706;ЯРОСЛАВСКИЙ ФИЛИАЛ ТКБ ОАО;30101810500000000706;1;1;ЯРОСЛАВЛЬ, УЛ.ЧАЙКОВСКОГО,26
044585501;МОСКОВСКИЙ ФИЛИАЛ БАНКА 'ПРАЙМ ФИНАНС' (ОАО);30101810500000000501;1;1;МОСКВА, УЛ.МАЛАЯ ДМИТРОВКА,16,СТР6,П2
040407503;Ф-Л 'КРАСНОЯРСКИЙ' ОАО БАНК 'НАРОДНЫЙ КРЕДИТ';30101810500000000503;1;1;КРАСНОЯРСК, УЛ.ВЗЛЕТНАЯ,5'Г',ПОМ.3,4
040349516;ОАО 'КРАЙИНВЕСТБАНК';30101810500000000516;1;1;КРАСНОДАР, УЛ.МИРА,34
040349532;ФКБ 'ЮНИАСТРУМ БАНК' В КРАСНОДАРЕ;30101810500000000532;1;1;КРАСНОДАР, УЛ.ЛЕНИНА/РАШПИЛЕВСКАЯ,36/45
044579542;МОСКОВСКИЙ ФИЛИАЛ ОАО АКБ 'УРАЛ ФД';30101810500000000542;1;1;МОСКВА, УЛ.ЛЬВА ТОЛСТОГО,5 СТР.2
044579555;'МИЛЛЕНИУМ БАНК' (ЗАО);30101810500000000555;1;1;МОСКВА, ПРОТОПОПОВСКИЙ ПЕР,19,СТР.10
044579571;АКБ 'ГОРОД' ЗАО;30101810500000000571;1;1;МОСКВА, 1-Й АВТОЗАВОДСКИЙ ПР-Д,4,К.1
041203602;ОТДЕЛЕНИЕ N8625 СБЕРБАНКА РОССИИ;30101810500000000602;1;1;АСТРАХАНЬ, УЛ.КИРОВА,41
044583604;ЗАО 'БАНК ФИНАМ';30101810500000000604;1;1;МОСКВА, НАСТАСЬИНСКИЙ ПЕР.,7 СТР.2
049514608;ОТДЕЛЕНИЕ  N8602 СБЕРБАНКА РОССИИ;30101810500000000608;1;1;АБАКАН, УЛ.ПУШКИНА,165,Л.А,П.2Н,3Н
043304609;ОТДЕЛЕНИЕ N8612 СБЕРБАНКА РОССИИ;30101810500000000609;1;1;КИРОВ, УЛ.ДЕРЕНДЯЕВА,25
046126614;ОТДЕЛЕНИЕ N 8606 СБЕРБАНКА РОССИИ;30101810500000000614;1;1;РЯЗАНЬ, УЛ.ПОЖАЛОСТИНА,Д.19
047601637;ОТДЕЛЕНИЕ  N8600 СБЕРБАНКА РОССИИ;30101810500000000637;1;1;ЧИТА, УЛ.П.ОСИПЕНКО,40
045004641;СИБИРСКИЙ БАНК СБЕРБАНКА РОССИИ;30101810500000000641;1;1;НОВОСИБИРСК, УЛ.СЕРЕБРЕННИКОВСКАЯ,20
046311649;ОТДЕЛЕНИЕ N8622 СБЕРБАНКА РОССИИ;30101810500000000649;1;1;САРАТОВ, УЛ.ВАВИЛОВА,1/7
044030653;СЕВЕРО-ЗАПАДНЫЙ БАНК ОАО 'СБЕРБАНК РОССИИ';30101810500000000653;1;1;САНКТ-ПЕТЕРБУРГ, УЛ.КРАСНОГО ТЕКСТИЛЬЩИКА,2
040485666;ЗАО АИКБ 'ЕНИСЕЙСКИЙ ОБЪЕДИНЕННЫЙ БАНК';30101810500000000666;1;1;КРАСНОЯРСК, УЛ.К.МАРКСА,62,ПОМ.25,26,27
047888670;СЕВЕРНЫЙ БАНК СБЕРБАНКА РОССИИ;30101810500000000670;1;1;ЯРОСЛАВЛЬ, УЛ.СОВЕТСКАЯ,34
046577674;УРАЛЬСКИЙ БАНК ОАО 'СБЕРБАНК РОССИИ';30101810500000000674;1;1;ЕКАТЕРИНБУРГ, УЛ.КУЙБЫШЕВА,67
044583675;АКБ 'ДЕРЖАВА' ОАО;30101810500000000675;1;1;МОСКВА, БОЛЬШОЙ САВВИНСКИЙ ПЕР.,2 СТР9
044585682;МОСКОВСКИЙ ФИЛИАЛ ОАО КБ 'ВОСТОЧНЫЙ';30101810500000000682;1;1;МОСКВА, ГАГАРИНСКИЙ ПЕР.,7-2
044579694;ОАО АКБ 'ЛЕСБАНК';30101810500000000694;1;1;МОСКВА, ДМИТРОВСКИЙ ПЕР.,3 СТР.4
040396701;ФИЛИАЛ КБ 'АЛЬТА-БАНК' (ЗАО) В Г.СОЧИ;30101810500000000701;1;1;СОЧИ, УЛ.ГОРЬКОГО,41
042809701;ЛИКВИДАТОР КБ 'КБЦ' /ООО/ ГК 'АСВ';30101810500000000701;1;1;ТВЕРЬ, УЛ.МАЛАЯ САМАРА,9 КОР.1
045773702;ФКБ 'ПЕТРОКОММЕРЦ' В Г. ПЕРМИ;30101810500000000702;1;1;ПЕРМЬ, УЛ.ПОПОВА,21
049205703;ЗАО 'ТАТСОЦБАНК';30101810500000000703;1;1;КАЗАНЬ, УЛ.ЧЕРНЫШЕВСКОГО,18/23
044579704;КБ 'СТАРЫЙ КРЕМЛЬ' (ООО);30101810500000000704;1;1;МОСКВА, КРИВОКОЛЕННЫЙ ПЕР.,4 СТР.3
047908704;АКБ 'МАЙКОПБАНК' (ЗАО);30101810500000000704;1;1;МАЙКОП, УЛ.ПИОНЕРСКАЯ,276
040395704;НОВОРОССИЙСКИЙ ФИЛИАЛ БАНК-Т (ОАО);30101810500000000704;1;1;НОВОРОССИЙСК, УЛ.СОВЕТОВ,7
044030705;ОАО 'БАЛТИНВЕСТБАНК';30101810500000000705;1;1;САНКТ-ПЕТЕРБУРГ, УЛ.ДИВЕНСКАЯ,1,ЛИТ.А
042520706;ОАО 'БАЙКАЛИНВЕСТБАНК';30101810500000000706;1;1;ИРКУТСК, УЛ.ОКТЯБРЬСКОЙ РЕВОЛЮЦИИ,5
042007707;ОАО БАНК 'ВОРОНЕЖ';30101810500000000707;1;1;ВОРОНЕЖ, УЛ.ЧЕЛЮСКИНЦЕВ,149
043207707;КУЗБАССКИЙ ФИЛИАЛ ОАО 'УГЛЕМЕТБАНК';30101810500000000707;1;1;КЕМЕРОВО, УЛ.КРАСНОАРМЕЙСКАЯ,136
044210707;ФИЛИАЛ 'ЛЕБЕДЯНСКИЙ' ЗАО АКБ 'АЛЕФ-БАНК';30101810500000000707;1;1;ЛЕБЕДЯНЬ, УЛ.МАШИНОСТРОИТЕЛЕЙ,1
040407707;КРАСНОЯРСКИЙ ФИЛИАЛ 'НОТА-БАНК' (ОАО);30101810500000000707;1;1;КРАСНОЯРСК, УЛ.ЛЕНИНА,5'А',ПОМ.81
040349707;ФИЛИАЛ 'КРАСНОДАРСКИЙ' ООО КБ 'НЭКЛИС-БАНК';30101810500000000707;1;1;КРАСНОДАР, УЛ.СОВЕТСКАЯ,30
046126708;ПРИО-ВНЕШТОРГБАНК (ОАО);30101810500000000708;1;1;РЯЗАНЬ, УЛ.ЕСЕНИНА,82/26
045655708;ПЕНЗЕНСКИЙ ФИЛИАЛ АБ 'РОССИЯ';30101810500000000708;1;1;ПЕНЗА, УЛ.СЛАВЫ,5
041203709;Ф-Л ГПБ (ОАО) В Г.АСТРАХАНИ;30101810500000000709;1;1;АСТРАХАНЬ, УЛ.НАБ.ПРИВ.ЗАТОНА,5 ЛИТ.А
048142711;БУРЯТСКИЙ ФИЛИАЛ ОАО АКБ 'СВЯЗЬ-БАНК';30101810500000000711;1;1;УЛАН-УДЭ, ПР.50 ЛЕТ ОКТЯБРЯ,26
041203712;ФИЛИАЛ В Г.АСТРАХАНИ ЗАО 'МБ БАНК';30101810500000000712;1;1;АСТРАХАНЬ, ЛЕНИНА ПЛ.,6А,ЛИТЕР СТР.А
040702715;СТАВРОПОЛЬСКИЙ ФИЛИАЛ ОАО 'МТС-БАНК';30101810500000000715;1;1;СТАВРОПОЛЬ, УЛ.ЛЕНИНА,299
048405716;ГОРНО-АЛТАЙСКИЙ РФ ОАО 'РОССЕЛЬХОЗБАНК';30101810500000000716;1;1;ГОРНО-АЛТАЙСК, ПР.КОММУНИСТИЧЕСКИЙ,68
043602842;ЗАО 'НИБ';30101810800000000842;1;1;САМАРА, УЛ.ФРУНЗЕ/НЕКРАСОВСКАЯ,102/36
042727718;СОВЕТСКИЙ ФКБ 'ЭНЕРГОТРАНСБАНК' (ОАО);30101810500000000718;1;1;СОВЕТСК, УЛ.ГОНЧАРОВА,9
046356718;КОНКУРСНЫЙ УПРАВЛЯЮЩИЙ KБ ПАРТНЕРБАНК ООО;30101810500000000718;1;1;БАЛТАЙ, УЛ.В.И.ЛЕНИНА,15-А
044030718;Ф-Л АКИБ 'ОБРАЗОВАНИЕ' (ЗАО) САНКТ-ПЕТЕРБУРГ;30101810500000000718;1;1;САНКТ-ПЕТЕРБУРГ, УЛ.ЧАПАЕВА,3,ЛИТ.Б
044585718;КУ ОАО КБ 'СТРОЙКРЕДИТ' - ГК 'АСВ';30101810500000000718;1;1;МОСКВА, ВЕРХНИЙ ТАГАНСКИЙ ТУПИК,4
047888719;ФАКБ 'ИНВЕСТТОРГБАНК' (ОАО) 'ЯРОСЛАВСКИЙ';30101810500000000719;1;1;ЯРОСЛАВЛЬ, ПР.ОКТЯБРЯ,7
048327721;КАБАРДИНО-БАЛКАРСКИЙ ФИЛИАЛОАОАКБ'СВЯЗЬ-БАНК';30101810500000000721;1;1;НАЛЬЧИК, УЛ.ШОГЕНЦУКОВА,14
044585721;КУ ЗАО АКБ 'МИБ' - ГК 'АСВ';30101810500000000721;1;1;МОСКВА, ВЕРХНИЙ ТАГАНСКИЙ ТУПИК,4
044959722;НОВГОРОДСКИЙ РФ ОАО 'РОССЕЛЬХОЗБАНК';30101810500000000722;1;1;ВЕЛИКИЙ НОВГОРОД, УЛ.БОЛЬШАЯ МОСКОВСКАЯ,9
047003725;ОАО 'СПИРИТБАНК';30101810500000000725;1;1;ТУЛА, ПPОСПЕКТ ЛЕНИНА, 85-А
043209727;НОВОКУЗНЕЦКИЙ ФИЛИАЛ ОАО КБ 'ФОРБАНК';30101810500000000727;1;1;НОВОКУЗНЕЦК, ПР.Н.С.ЕРМАКОВА,11,ПОМ.95
044583727;ООО 'ПЕРВЫЙ КЛИЕНТСКИЙ БАНК';30101810500000000727;1;1;МОСКВА, УЛ.ЛЕНИНСКАЯ СЛОБОДА,19 СТР.1
046015728;ОАО АКБ 'КАПИТАЛБАНК';30101810500000000728;1;1;РОСТОВ-НА-ДОНУ, ПЕР.ДОЛОМАНОВСКИЙ,70
046902728;ОАО 'ТОМСКПРОМСТРОЙБАНК';30101810500000000728;1;1;ТОМСК, ПР.ФРУНЗЕ,90
043602728;САМАРСКИЙ ФИЛИАЛ ОАО 'НЕВСКИЙ БАНК';30101810500000000728;1;1;САМАРА, ПРОСЕКА 6,125
044583730;Ф-Л 'ЦЕНТРАЛЬНЫЙ' ООО 'БАНК ФИНИНВЕСТ';30101810500000000730;1;1;МОСКВА, УЛ.КРАСНОПРУДНАЯ,3-5 СТР.1
048702731;ФИЛИАЛ КБ 'РОСПРОМБАНК' (ООО) В Г. СЫКТЫВКАРЕ;30101810500000000731;1;1;СЫКТЫВКАР, УЛ.КУРАТОВА,77
048860731;ЙОФ ОАО 'МДМ БАНК';30101810500000000731;1;1;ЙОШКАР-ОЛА, УЛ.ПЕРВОМАЙСКАЯ,166
049205732;КАЗАНСКИЙ ФИЛИАЛ ООО 'ВНЕШПРОМБАНК';30101810500000000732;1;1;КАЗАНЬ, УЛ.Т.ГИЗЗАТА/МОСКОВСКАЯ,6/31
044579733;КБ 'ГЕОБАНК' (ООО);30101810500000000733;1;1;МОСКВА, ЭЛЕКТРИЧЕСКИЙ ПЕР.,3/10 СТР.1
041908733;ВЕЛИКОУСТЮГСКИЙ ФИЛИАЛ 'БАНК СГБ';30101810500000000733;1;1;ВЕЛИКИЙ УСТЮГ, УЛ.КУЗНЕЦОВА,Д.8
040708733;КУ ЗАО 'ВЭЛКОМБАНК' ГК 'АСВ';30101810500000000733;1;1;ПЯТИГОРСК, УЛ.УКРАИНСКАЯ,31
046401734;'КОРОЛЕВСКИЙ БАНК ШОТЛАНДИИ' ФЗАО Ю-САХАЛИНСК;30101810500000000734;1;1;ЮЖНО-САХАЛИНСК, УЛ.ЧЕХОВА,78
044030734;Ф-Л ЗАО 'КОММЕРЦБАНК (ЕВРАЗИЯ)',С-ПЕТЕРБУРГ;30101810500000000734;1;1;САНКТ-ПЕТЕРБУРГ, 3-Я ЛИНИЯ В.О.,62,ЛИТ.А
049304735;ОАО АБ 'НАРОДНЫЙ БАНК РТ';30101810500000000735;1;1;КЫЗЫЛ, УЛ.ТУВИНСКИХ ДОБРОВОЛЬЦЕВ,18
040349736;ФИЛИАЛ 'КРАСНОДАРСКИЙ' ОАО 'УБРИР';30101810500000000736;1;1;КРАСНОДАР, УЛ.КРАСНЫХ ПАРТИЗАН,164
041203738;АСТРАХАНСКИЙ ФИЛИАЛ ОАО АКБ 'СВЯЗЬ-БАНК';30101810500000000738;1;1;АСТРАХАНЬ, УЛ.АДМИРАЛТЕЙСКАЯ,4
040306739;ФИЛИАЛ ОАО 'УРАЛСИБ' В Г. АРМАВИР;30101810500000000739;1;1;АРМАВИР, УЛ.ЛЕНИНА,87/1
045655740;ФИЛИАЛ 'ПЕНЗЕНСКИЙ' АККСБ 'КС БАНК' (ОАО);30101810500000000740;1;1;ПЕНЗА, УЛ.КУЛАКОВА,2
