bik;name;coraccount;isactive;isbank;address
042202837;ФИЛИАЛ ОАО БАНК ВТБ В Г.НИЖНЕМ НОВГОРОДЕ;30101810200000000837;1;1;НИЖНИЙ НОВГОРОД, ГСП 78,УЛ.РЕШЕТНИКОВСКАЯ,4
040502840;ФИЛИАЛ ОАО КБ 'САММИТ БАНК' В Г. ВЛАДИВОСТОКЕ;30101810200000000840;1;1;ВЛАДИВОСТОК, ПР.КРАСНОГО ЗНАМЕНИ,3
044030843;Ф-Л 'АЙСИАЙСИАЙ БАНК ЕВРАЗИЯ' (ООО) В СПБ;30101810200000000843;1;1;САНКТ-ПЕТЕРБУРГ, ЛИГОВСКИЙ ПР.,274
047501843;КУ ООО 'УИК-БАНК';30101810200000000843;1;1;ЧЕЛЯБИНСК, УЛ.СВОБОДЫ,83
040813846;ХАБАРОВСКИЙ ФИЛИАЛ ОАО 'БАЛТИЙСКИЙ БАНК';30101810200000000846;1;1;ХАБАРОВСК, УЛ.ТУРГЕНЕВА,46,ЛИТ.В
045003847;НОВОСИБИРСКИЙ ФИЛИАЛ ОАО 'МТС-БАНК';30101810200000000847;1;1;НОВОСИБИРСК, УЛ.ЧЕЛЮСКИНЦЕВ,14/2
042007800;Ф-Л ГПБ (ОАО) В Г. ВОРОНЕЖЕ;30101810220070000800;1;1;ВОРОНЕЖ, УЛ.КИРОВА,11
040508855;ФСКБ ПРИМОРЬЯ 'ПРИМСОЦБАНК' В Г.УССУРИЙСКЕ;30101810200000000855;1;1;УССУРИЙСК, УЛ.ПЛЕХАНОВА,100
040507861;ПРИМОРСКИЙ РФ ОАО 'РОССЕЛЬХОЗБАНК';30101810200000000861;1;1;ВЛАДИВОСТОК, ОКЕАНСКИЙ ПР-Т,26 СТР.1
049221867;Ф-Л АБ'ДЕВОН-КРЕДИТ'(ОАО);30101810200000000867;1;1;ЛЕНИНОГОРСК, УЛ.ШАШИНА,Д.54
044030869;ЗАО КАБ 'ВИКИНГ';30101810200000000869;1;1;САНКТ-ПЕТЕРБУРГ, ПР.ВЛАДИМИРСКИЙ,17
049401869;КУ ОАО 'УРАЛЬСКИЙ ТРАСТОВЫЙ БАНК';30101810200000000869;1;1;ИЖЕВСК, УЛ.ПУШКИНСКАЯ,268
043601869;ГК 'АСВ' - КУ ООО 'ВСБ';30101810200000000869;1;1;САМАРА, УЛ.САДОВАЯ,175
043601872;'САМАРСКИЙ' ФИЛИАЛ ОАО БАНК ЗЕНИТ;30101810200000000872;1;1;САМАРА, УЛ.А.ТОЛСТОГО,139/3
040502879;ФИЛИАЛ МОРСКОГО БАНКА (ОАО) В Г. ВЛАДИВОСТОК;30101810200000000879;1;1;ВЛАДИВОСТОК, УЛ.СВЕТЛАНСКАЯ,165
042202879;НИЖЕГОРОДСКИЙ ФИЛИАЛ 'НОТА-БАНК' (ОАО);30101810200000000879;1;1;НИЖНИЙ НОВГОРОД, УЛ.БЕЛИНСКОГО,110
048860882;МАРИЙСКИЙ ФИЛИАЛ ОАО 'АК БАРС' БАНК;30101810200000000882;1;1;ЙОШКАР-ОЛА, УЛ.УСПЕНСКАЯ,11
044030885;ОАО 'НЕВСКИЙ БАНК';30101810200000000885;1;1;САНКТ-ПЕТЕРБУРГ, УЛ.КИЕВСКАЯ,5-3
041856885;ФИЛИАЛ 'ВОЛЖСКИЙ' АКБ 'ИНТРАСТБАНК' (ОАО);30101810200000000885;1;1;ВОЛЖСКИЙ, УЛ.МИРА,30
045004886;Ф-Л 'НОВОСИБИРСКИЙ' ОАО АИКБ 'ТАТФОНДБАНК';30101810200000000886;1;1;НОВОСИБИРСК, КРАСНЫЙ ПР.,65
041806893;ФИЛИАЛ ЗАО 'РУССТРОЙБАНК' Г.ВОЛГОГРАД;30101810200000000893;1;1;ВОЛГОГРАД, УЛ.ИМ.РОКОССОВСКОГО,41
042748893;ФИЛИАЛ 'КАЛИНИНГРАДСКИЙ' КБ 'БФГ-КРЕДИТ'(ООО);30101810200000000893;1;1;КАЛИНИНГРАД, УЛ.ЛЕОНОВА,62-62А-62Б-64
047308897;УЛЬЯНОВСКИЙ РФ ОАО'РОССЕЛЬХОЗБАНК';30101810200000000897;1;1;УЛЬЯНОВСК, УЛ.МИНАЕВА,15(СЕКЦИЯ 1)
044030898;ФИЛИАЛ ООО КБ 'ОПМ-БАНК' В Г.САНКТ-ПЕТЕРБУРГ;30101810200000000898;1;1;САНКТ-ПЕТЕРБУРГ, БОЛЬШОЙ ПР.В.О.,18,ЛИТ.А
046577903;УРАЛЬСКИЙ ФИЛИАЛ ОАО АКБ 'РОСБАНК';30101810200000000903;1;1;ЕКАТЕРИНБУРГ, УЛ.ХОХРЯКОВА,41
044525904;ОАО 'ФОНДСЕРВИСБАНК';30101810200000000904;1;1;МОСКВА, УЛ.БУТЫРСКИЙ ВАЛ,18 СТР.2
044030908;Ф-Л СПБ ООО КБ 'БАНК РАСЧЕТОВ И СБЕРЕЖЕНИЙ';30101810200000000908;1;1;САНКТ-ПЕТЕРБУРГ, ПОЛТАВСКАЯ УЛ.,6,ЛИТ.А
044579910;КУ КБ 'ХОЛДИНГ-КРЕДИТ' ООО - ГК 'АСВ';30101810200000000910;1;1;МОСКВА, ВЕРХНИЙ ТАГАНСКИЙ ТУПИК,4
044030911;САНКТ-ПЕТЕРБУРГСКИЙ ФИЛИАЛ КБ 'РЭБ' (ЗАО);30101810200000000911;1;1;САНКТ-ПЕТЕРБУРГ, НАБ.РЕКИ ФОНТАНКИ,64,ЛИТ.А,П9Н
049205919;ЗАО АКБ 'КАРА АЛТЫН';30101810200000000919;1;1;КАЗАНЬ, ПР.АМИРХАНА,15
044583920;КУ КБ 'БВТ' (ООО) - ГК 'АСВ';30101810200000000920;1;1;МОСКВА, ВЕРХНИЙ ТАГАНСКИЙ ТУПИК,4
040407926;ФИЛИАЛ ОАО АКБ 'ЮГРА' В Г.КРАСНОЯРСКЕ;30101810200000000926;1;1;КРАСНОЯРСК, УЛ.СУДОСТРОИТЕЛЬНАЯ,101
044525933;АКБ 'НРБАНК' (ОАО);30101810200000000933;1;1;МОСКВА, ПР.60-ЛЕТИЯ ОКТЯБРЯ,10А
042809933;Ф-Л 'ТВЕРСКОЙ' ООО КБ 'ИНТЕРКАПИТАЛ-БАНК';30101810200000000933;1;1;ТВЕРЬ, СТУДЕНЧЕСКИЙ ПЕР.,17
048073934;БАШКИРСКИЙ РФ ОАО 'РОССЕЛЬХОЗБАНК';30101810200000000934;1;1;УФА, УЛ.ЛЕНИНА,70
044579936;КУ АКБ 'МЗБ' (ЗАО) ГК 'АСВ';30101810200000000936;1;1;МОСКВА, ВЕРХНИЙ ТАГАНСКИЙ ТУПИК,4
044585937;ОАО 'РОСТ БАНК';30101810200000000937;1;1;МОСКВА, УЛ.СТАНИСЛАВСКОГО,4 СТР.1
046551958;ЕКАТЕРИНБУРГСКИЙ ФИЛИАЛ СВЯЗНОГО БАНКА (ЗАО);30101810200000000958;1;1;ЕКАТЕРИНБУРГ, УЛ.ВАЙНЕРА,60
048209975;КБ 'ПСИБ'(ООО);30101810200000000975;1;1;МАХАЧКАЛА, УЛ.ИРЧИ-КАЗАКА,2Б
047501979;'ЧЕЛЯБИНСКИЙ' ФИЛИАЛ ОАО БАНК ЗЕНИТ;30101810200000000979;1;1;ЧЕЛЯБИНСК, УЛ.СОВЕТСКАЯ,17
047501982;ЧЕЛЯБИНСКИЙ ФИЛИАЛ ЗАО ЮНИКРЕДИТ БАНК;30101810200000000982;1;1;ЧЕЛЯБИНСК, УЛ.К.МАРКСА,38
048268985;Ф-Л'ДЕРБЕНТСКИЙ'ООО'НОВЫЙ КОММЕРЧЕСКИЙ БАНК';30101810200000000985;1;1;ДЕРБЕНТ, УЛ.ЧАПАЕВА,23
047528989;ОАО 'УГЛЕМЕТБАНК';30101810200000000989;1;1;ЧЕЛЯБИНСК, УЛ.МОЛОДОГВАРДЕЙЦЕВ,17Б
046060992;ФИЛИАЛ N 7 ОАО КБ 'ЦЕНТР-ИНВЕСТ';30101810200000000992;1;1;СЕМИКАРАКОРСК, УЛ.ЛЕНИНА,115
046568998;ЕКАТЕРИНБУРГСКИЙ Ф-Л АКБ 'СОЮЗ' (ОАО);30101810200000000998;1;1;ЕКАТЕРИНБУРГ, УЛ.РОЗЫ ЛЮКСЕМБУРГ,37
040349724;ФИЛИАЛ ООО КБ 'СОЮЗНЫЙ' В Г. КРАСНОДАРЕ;30101810203490000724;1;1;КРАСНОДАР, УЛ.ФЕСТИВАЛЬНАЯ,1
040407570;ФИЛИАЛ ОАО 'РОСТ БАНК' В Г.КРАСНОЯРСКЕ;30101810204070000570;1;1;КРАСНОЯРСК, ПР.МИРА,19,СТР.1,ПОМ.9,10
040507870;ПРИМОРСКИЙ ФИЛИАЛ ОАО АКБ 'СВЯЗЬ-БАНК';30101810205070000870;1;1;ВЛАДИВОСТОК, УЛ.СВЕТЛАНСКАЯ,41
042202769;Ф. НИЖНИЙ ООО КБ 'БАНК РАСЧЕТОВ И СБЕРЕЖЕНИЙ';30101810222020000769;1;1;НИЖНИЙ НОВГОРОД, УЛ.ПИСКУНОВА,31,ПОМ.П51
042282725;ФИЛИАЛ ОАО 'БАНК РОССИЙСКИЙ КРЕДИТ' В ПФО;30101810222820000725;1;1;НИЖНИЙ НОВГОРОД, УЛ.ОШАРСКАЯ,52
042406819;ФИЛИАЛ ОАО 'РОСТ БАНК' В Г.ИВАНОВО;30101810224060000819;1;1;ИВАНОВО, УЛ.СМИРНОВА,9-Б
043002832;ФИЛИАЛ 'БАНК24.РУ' (ОАО) В Г.П-КАМЧАТСКИЙ;30101810230020000832;1;1;ПЕТРОПАВЛОВСК-КАМЧАТСКИЙ, ПР.ПОБЕДЫ,109
043510105;СИМФЕРОПОЛЬСКИЙ ФИЛИАЛ ОАО АКБ 'СМОЛЕВИЧ';30101810235100000105;1;1;СИМФЕРОПОЛЬ, УЛ.МЕНДЕЛЕЕВА,15/49
043601742;ЗАО 'КОШЕЛЕВ-БАНК';30101810236010000742;1;1;САМАРА, УЛ.МИРНАЯ,162
043602726;ФИЛИАЛ ОАО 'РОСТ БАНК' В Г. САМАРЕ;30101810236020000726;1;1;САМАРА, ПР.ЛЕНИНА,3
044030817;ФИЛИАЛ 'СПБ' БАНКА 'НАВИГАТОР' (ОАО);30101810240300000817;1;1;САНКТ-ПЕТЕРБУРГ, БЕЛООСТРОВСКАЯ УЛ.,3,П.8Н,Л.А
044030927;ЗАО СТРОЙКОМБАНК;30101810240300000927;1;1;САНКТ-ПЕТЕРБУРГ, ПЛ.КОНСТИТУЦИИ,7,ЛИТ.А,П.191-Н
045003715;Ф-Л 'НСК' ОАО БАНК 'НАРОДНЫЙ КРЕДИТ';30101810250030000715;1;1;НОВОСИБИРСК, УЛ.ГОГОЛЯ,38
045003731;ФИЛИАЛ ООО 'ЭКСПОБАНК' В Г.НОВОСИБИРСКЕ;30101810250030000731;1;1;НОВОСИБИРСК, КРАСНЫЙ ПРОСПЕКТ,25
045003773;ФКБ 'МОСКОММЕРЦБАНК' (ОАО) Г.НОВОСИБИРСК;30101810250030000773;1;1;НОВОСИБИРСК, УЛ.СЕМЬИ ШАМШИНЫХ,41
045004760;ООО КБ 'ВЗАИМОДЕЙСТВИЕ';30101810250040000760;1;1;НОВОСИБИРСК, УЛ.КАМЕНСКАЯ,51
046015316;ФИЛИАЛ ОАО АКБ 'ЮГРА' В Г.РОСТОВЕ-НА-ДОНУ;30101810260150000316;1;1;РОСТОВ-НА-ДОНУ, УЛ.КРАСНОАРМЕЙСКАЯ,157/83/124/
047601728;ФИЛИАЛ N 7511 ВТБ 24 (ЗАО);30101810276010000728;1;1;ЧИТА, УЛ.ЧКАЛОВА,136,ПОМ.1
048073716;УФИМСКИЙ ФИЛИАЛ ОАО 'АК БАРС' БАНК;30101810280730000716;1;1;УФА, УЛ.КОММУНИСТИЧЕСКАЯ,105
048073907;УФИМСКИЙ ФИЛИАЛ ОАО АКБ 'СВЯЗЬ-БАНК';30101810280730000907;1;1;УФА, УЛ.ЦЮРУПЫ,74
048073936;ФИЛИАЛ ОАО 'АКИБАНК' В Г.УФА;30101810280730000936;1;1;УФА, УЛ.МИНГАЖЕВА,40/1
048073949;ФИЛИАЛ 'БАШКОРТОСТАН' ЗАО КБ 'СИТИБАНК';30101810280730000949;1;1;УФА, УЛ.ЛЕНИНА,31/33
048073981;Ф.'УФА' ЗАО 'БАНК РУССКИЙ СТАНДАРТ';30101810280730000981;1;1;УФА, УЛ.СОФЬИ ПЕРОВСКОЙ,42
049209715;ФИЛИАЛ 'КАЗАНСКИЙ' АКБ 'ФЬЮЧЕР' (ОАО);30101810292090000715;1;1;КАЗАНЬ, УЛ.ОСТРОВСКОГО,67
044583105;ЗАО 'РН БАНК';30101810300000000105;1;1;МОСКВА, СЕРЕБРЯНИЧЕСКАЯ НАБ.,29
044525105;ЗАО 'КОММЕРЦБАНК (ЕВРАЗИЯ)';30101810300000000105;1;1;МОСКВА, КАДАШЕВСКАЯ НАБ.,14/2
044585109;КБ 'ГАРАНТ-ИНВЕСТ' (ЗАО);30101810300000000109;1;1;МОСКВА, 1-Й КОЛОБОВСКИЙ ПЕР,23
044579111;БАНК ЭКОНОМИЧЕСКИЙ СОЮЗ (ОАО);30101810300000000111;1;1;МОСКВА, УЛ.АЛАБЯНА,13-1
044585112;КУ КБ 'АСКАНИЯ ТРАСТ' (ООО) - ГК 'АСВ';30101810300000000112;1;1;МОСКВА, ВЕРХНИЙ ТАГАНСКИЙ ТУПИК,4
044583118;КУ АКБ 'ТРАДО-БАНК' (ЗАО) ГК 'АСВ';30101810300000000118;1;1;МОСКВА, ВЕРХНИЙ ТАГАНСКИЙ ТУПИК,4
044599119;ФИЛИАЛ 'МОСКОВСКИЙ' ООО 'ВЛАДПРОМБАНК';30101810300000000119;1;1;МОСКВА, УЛ.БРЯНСКАЯ,5
044599122;МОСКОВСКИЙ ФИЛИАЛ ОАО БАНК 'ККБ';30101810300000000122;1;1;МОСКВА, КАШИРСКОЕ Ш.,58-3
044579124;АКБ 'ИНКАРОБАНК' (ЗАО);30101810300000000124;1;1;МОСКВА, ЕРМОЛАЕВСКИЙ ПЕР.,5,СТР.2
044525163;ЗАО 'УРИ БАНК';30101810300000000163;1;1;МОСКВА, НОВИНСКИЙ Б-Р,8
044585170;НКО ООО 'АРБ-ИНКАСС';30101810300000000170;1;1;МОСКВА, ПАНФИЛОВСКИЙ ПЕР.,3
044525176;ОАО АКБ 'МЕТАЛЛИНВЕСТБАНК';30101810300000000176;1;1;МОСКВА, УЛ.БОЛЬШАЯ ПОЛЯНКА,47 СТР.2
044525202;ЗАО КБ 'СИТИБАНК';30101810300000000202;1;1;МОСКВА, УЛ.ГАШЕКА,8-10
044579205;МОСКОВСКИЙ ФИЛИАЛ ОАО КБ 'ФОРБАНК';30101810300000000205;1;1;МОСКВА, ПЕР.БАСМАННЫЙ 1-Й,5/20,СТР.1
044585222;ФИЛИАЛ ОАО 'ГЕЛЕНДЖИК-БАНК' В Г.МОСКВА;30101810300000000222;1;1;МОСКВА, ОЛИМПИЙСКИЙ ПР.,26 СТР.1
045003705;ФИЛИАЛ (ОАО 'МБСП') В НОВОСИБИРСКЕ;30101810300000000705;1;1;НОВОСИБИРСК, УЛ.КРАСНОЯРСКАЯ,35
044583228;КУ КБ 'КУТУЗОВСКИЙ' ООО - ГК 'АСВ';30101810300000000228;1;1;МОСКВА, ВЕРХНИЙ ТАГАНСКИЙ ТУПИК,4
044599245;ОАО АКБ 'ГАЗСТРОЙБАНК';30101810300000000245;1;1;МОСКВА, УЛ.ТРОФИМОВА,2/1
046015245;ФИЛИАЛ ОАО 'УРАЛСИБ' В Г.РОСТОВ-НА-ДОНУ;30101810300000000245;1;1;РОСТОВ-НА-ДОНУ, УЛ.КРАСНОАРМЕЙСКАЯ,188
046015261;ФИЛИАЛ 'РОСТОВСКИЙ' ЗАО 'ГЛОБЭКСБАНК';30101810300000000261;1;1;РОСТОВ-НА-ДОНУ, УЛ.БОЛЬШАЯ САДОВАЯ,83/48
046027264;ФКБ 'СДМ-БАНК'(ОАО) В Г.РОСТОВ-НА-ДОНУ;30101810300000000264;1;1;РОСТОВ-НА-ДОНУ, УЛ.ВАРФОЛОМЕЕВА,259-261/81
046014277;Ф-Л 'НОВОШАХТИНСКИЙ' ООО КБ 'АДМИРАЛТЕЙСКИЙ';30101810300000000277;1;1;НОВОШАХТИНСК, УЛ.САДОВАЯ,38
046015290;РОСФ ОАО 'МДМ БАНК';30101810300000000290;1;1;РОСТОВ-НА-ДОНУ, УЛ.БОЛЬШАЯ САДОВАЯ,166
044585293;ОАО 'ОФК БАНК';30101810300000000293;1;1;МОСКВА, УЛ.НИКОЛОЯМСКАЯ,7/8
046015300;ЮЖНЫЙ ФИЛИАЛ ОАО КБ 'ВОСТОЧНЫЙ';30101810300000000300;1;1;РОСТОВ-НА-ДОНУ, ПР.БУДЕННОВСКИЙ,21/50
046029310;РОСТОВСКИЙ ФИЛИАЛ ОАО 'АК БАНК';30101810300000000310;1;1;РОСТОВ-НА-ДОНУ, УЛ.КРАСНОАРМЕЙСКАЯ,127
044599313;ООО МИБ 'ДАЛЕНА';30101810300000000313;1;1;МОСКВА, Ш.ЭНТУЗИАСТОВ,17,СТР1
044599339;КБ 'БАНК РАЗВИТИЯ ТЕХНОЛОГИЙ' (ЗАО);30101810300000000339;1;1;МОСКВА, СРЕТЕНСКИЙ Б-Р,7/1/8 СТР.3
044525341;АКБ 'ФОРА-БАНК' (ЗАО);30101810300000000341;1;1;МОСКВА, ЗУБОВСКИЙ БУЛЬВАР,25
044599342;ООО КБ 'АЙМАНИБАНК';30101810300000000342;1;1;МОСКВА, УЛ.ВЫБОРГСКАЯ,16-2
044585345;'РЕКОРБАНК' (ООО);30101810300000000345;1;1;МОСКВА, ПР.МАРШАЛА ЖУКОВА,51
044585374;КБ 'ТРАНСНАЦИОНАЛЬНЫЙ БАНК' (ООО);30101810300000000374;1;1;МОСКВА, 1-Й ХВОСТОВ ПЕР.,3А,СТР.2
044585400;КУ БАНК 'РУССКИЙ БАНКИРСКИЙ ДОМ'(ЗАО)-ГК'АСВ';30101810300000000400;1;1;МОСКВА, ВЕРХНИЙ ТАГАНСКИЙ ТУПИК,4
044585413;КБ 'НАЦИНВЕСТПРОМБАНК' (ЗАО);30101810300000000413;1;1;МОСКВА, 2-Й НЕОПАЛИМОВСКИЙ ПЕР.,10
040407415;КРАСНОЯРСКАЯ ДИРЕКЦИЯ ОАО КБ 'КЕДР';30101810300000000415;1;1;КРАСНОЯРСК, УЛ.ЛЕНИНА,ЗД.37
044579425;ЛИКВИДАТОР АБ 'БРП' (ОАО) ГК 'АСВ';30101810300000000425;1;1;МОСКВА, ВЕРХНИЙ ТАГАНСКИЙ ТУПИК,4
044585439;МОСКОВСКИЙ ФИЛИАЛ ЗАО АКБ 'БАНКИРСКИЙ ДОМ';30101810300000000439;1;1;МОСКВА, УЛ.РУДНЕВКА,3,ПОМ.II,КОМ.1-17
044525448;АКБ 'ЯПЫ КРЕДИ БАНК МОСКВА' (ЗАО);30101810300000000448;1;1;МОСКВА, ГОНЧАРНАЯ,НАБ.,1 СТР.2
044599465;ОАО КБ 'МАСТ-БАНК';30101810300000000465;1;1;МОСКВА, УЛ.БАБАЕВСКАЯ,6
040037470;БАЙКОНУРСКИЙ ФИЛИАЛ ОАО 'ФОНДСЕРВИСБАНК';30101810300000000470;1;1;БАЙКОНУР, ПР-Т КОРОЛЕВА,21
044585471;АКБ 'БНКВ' (ЗАО);30101810300000000471;1;1;МОСКВА, УЛ.БАУМАНСКАЯ,58/25,СТР.1
044585484;ОАО КБ 'ЕВРОСИТИБАНК';30101810300000000484;1;1;МЫТИЩИ, УЛ.КОМАРОВА,5
044583503;ОАО 'СМП БАНК';30101810300000000503;1;1;МОСКВА, УЛ.САДОВНИЧЕСКАЯ,71 СТР.11
044599504;КУ АКБ 'СИБИРСКИЙ ЭНЕРГЕТИЧЕСКИЙ БАНК' (ЗАО);30101810300000000504;1;1;МОСКВА, ВЕРХНИЙ ТАГАНСКИЙ ТУПИК,4
044585510;ОАО 'ТСБ';30101810300000000510;1;1;МОСКВА, УЛ.КЛИМАШКИНА,21 СТР.1
044583529;КУ ОАО КБ 'ГАЗИНВЕСТБАНК' - ГК 'АСВ';30101810300000000529;1;1;МОСКВА, ВЕРХНИЙ ТАГАНСКИЙ ТУПИК,4
044585536;ОАО  БАНК 'МБФИ';30101810300000000536;1;1;МОСКВА, ПОДСОСЕНСКИЙ ПЕР.,17
044525545;ЗАО ЮНИКРЕДИТ БАНК;30101810300000000545;1;1;МОСКВА, ПРЕЧИСТЕНСКАЯ НАБ.,9
044585549;АКБ 'ФИНПРОМБАНК' (ОАО);30101810300000000549;1;1;МОСКВА, ПОСЛЕДНИЙ ПЕР.,24
040495551;ФИЛИАЛ АКБ 'ЛЕГИОН' (ОАО) В Г.НОРИЛЬСК;30101810300000000551;1;1;НОРИЛЬСК, УЛ.СЕВАСТОПОЛЬСКАЯ,6/4 ПОМ.100
044579580;ОАО КБ 'ЖИЛСТРОЙБАНК';30101810300000000580;1;1;МОСКВА, ВСПОЛЬНЫЙ ПЕР.,18 СТР.1
044525600;ОАО 'МИНБ';30101810300000000600;1;1;МОСКВА, УЛ.ОРДЖОНИКИДЗЕ,5
044583600;КУ ОАО КБ 'ПРОМБАНК' ГК 'АСВ';30101810300000000600;1;1;МОСКВА, ВЕРХНИЙ ТАГАНСКИЙ ТУПИК,4
045402601;ОТДЕЛЕНИЕ N8595 СБЕРБАНКА РОССИИ;30101810300000000601;1;1;ОРЕЛ, УЛ.БРЕСТСКАЯ,8
048073601;ОТДЕЛЕНИЕ N8598 СБЕРБАНКА РОССИИ;30101810300000000601;1;1;УФА, УЛ.Р.ЗОРГЕ,5
045805602;ОТДЕЛЕНИЕ N 8630 СБЕРБАНКА РОССИИ;30101810300000000602;1;1;ПСКОВ, ОКТЯБРЬСКИЙ ПР.,23/25
048405602;ОТДЕЛЕНИЕ N8558 СБЕРБАНКА РОССИИ;30101810300000000602;1;1;ГОРНО-АЛТАЙСК, УЛ.ЧАПТЫНОВА,2
043807606;ОТДЕЛЕНИЕ N8596 СБЕРБАНКА РОССИИ;30101810300000000606;1;1;КУРСК, УЛ.ЛЕНИНА,67
044442607;ОТДЕЛЕНИЕ N 8645 СБЕРБАНКА РОССИИ;30101810300000000607;1;1;МАГАДАН, УЛ.ПУШКИНА,11/11
047003608;ОТДЕЛЕНИЕ N8604 СБЕРБАНКА РОССИИ;30101810300000000608;1;1;ТУЛА, ПЛ.КРЕСТОВОЗДВИЖЕНСКАЯ,1
049706609;ОТДЕЛЕНИЕ N8613 СБЕРБАНКА РОССИИ;30101810300000000609;1;1;ЧЕБОКСАРЫ, МОСКОВСКИЙ ПР.,3
044705615;ОТДЕЛЕНИЕ N8627 СБЕРБАНКА РОССИИ;30101810300000000615;1;1;МУРМАНСК, ПР.ЛЕНИНА,Д.37
044579629;ОАО 'МНХБ';30101810300000000629;1;1;МОСКВА, УЛ.Б.НИКИТСКАЯ,49
048860630;ОТДЕЛЕНИЕ N8614 СБЕРБАНКА РОССИИ;30101810300000000630;1;1;ЙОШКАР-ОЛА, УЛ.КАРЛА МАРКСА,109Б
047130633;ФАКБ 'ИНВЕСТТОРГБАНК' (ОАО) 'ТЮМЕНСКИЙ';30101810300000000633;1;1;ТЮМЕНЬ, УЛ.МАЛЫГИНА,4
047106641;ФИЛИАЛ 'ТЮМЕНСКИЙ' ОАО 'ПЛЮС БАНК';30101810300000000641;1;1;ТЮМЕНЬ, УЛ.50 ЛЕТ ОКТЯБРЯ,29/1
044579645;ЗАО 'СТАРБАНК';30101810300000000645;1;1;МОСКВА, УЛ.БУТЫРСКИЙ ВАЛ,68/70 СТР.1
047106654;ТЮМЕНСКИЙ ФИЛИАЛ ОАО АКБ 'СВЯЗЬ-БАНК';30101810300000000654;1;1;ТЮМЕНЬ, УЛ.КИРОВА,25/1
046401727;КБ 'ДОЛИНСК' (ЗАО);30101810300000000727;1;1;ЮЖНО-САХАЛИНСК, ПР.МИРА,119-А
044585659;ОАО 'МОСКОВСКИЙ КРЕДИТНЫЙ БАНК';30101810300000000659;1;1;МОСКВА, ЛУКОВ ПЕР.,2 СТР.1
044585662;КУ МКБ'ОБЪЕДИНЕННЫЙ ГОРНЫЙ БАНК'(ООО)-ГК'АСВ';30101810300000000662;1;1;МОСКВА, ВЕРХНИЙ ТАГАНСКИЙ ТУПИК,4
044583671;КУ ОАО 'АГРОХИМБАНК' - ГК 'АСВ';30101810300000000671;1;1;МОСКВА, ВЕРХНИЙ ТАГАНСКИЙ ТУПИК,4
042007677;ВОРОНЕЖСКИЙ ФИЛИАЛ АБ 'РОССИЯ';30101810300000000677;1;1;ВОРОНЕЖ, КРАСНОАРМЕЙСКИЙ ПЕР.,12А
044585688;МОСКОВСКИЙ ФИЛИАЛ ЗАО БАНК 'АГРОРОС';30101810300000000688;1;1;МОСКВА, ПР.ЗЕЛЕНЫЙ,20
044579690;КУ ООО КБ 'ИНСТРОЙБАНК' ГК 'АСВ';30101810300000000690;1;1;МОСКВА, ВЕРХНИЙ ТАГАНСКИЙ ТУПИК,4
047908700;ОАО АКБ 'НОВАЦИЯ';30101810300000000700;1;1;МАЙКОП, УЛ.ДИМИТРОВА,4-1
044030701;ОАО 'БАНК БФА';30101810300000000701;1;1;САНКТ-ПЕТЕРБУРГ, ПЕТРОГРАДСКАЯ НАБ.,36,ЛИТ.А
047601701;ЧИТИНСКИЙ ФИЛИАЛ ОАО АКБ 'СВЯЗЬ-БАНК';30101810300000000701;1;1;ЧИТА, УЛ.ЧАЙКОВСКОГО,22
043601701;СМФ ОАО 'СМП БАНК';30101810300000000701;1;1;САМАРА, УЛ.МИЧУРИНА,46
044959702;НОВГОРОДСКИЙ ФИЛИАЛ ОАО'БАЛТИЙСКИЙ БАНК';30101810300000000702;1;1;ВЕЛИКИЙ НОВГОРОД, ПР.МИРА,Д.17
042520702;ИРКУТСКИЙ ФИЛИАЛ 'БРАТСКОГО АНКБ' ОАО;30101810300000000702;1;1;ИРКУТСК, УЛ.МАРАТА,56
043207703;КЕМЕРОВСКИЙ ФИЛИАЛ ОАО АКБ 'СВЯЗЬ-БАНК';30101810300000000703;1;1;КЕМЕРОВО, ПР.ОКТЯБРЬСКИЙ,9
042809707;ОАО 'ТВЕРЬУНИВЕРСАЛБАНК';30101810300000000707;1;1;ТВЕРЬ, УЛ.ВОЛОДАРСКОГО,34
049209707;КАЗАНСКИЙ ФИЛИАЛ ОАО АКБ 'РОСБАНК';30101810300000000707;1;1;КАЗАНЬ, УЛ.САФИУЛЛИНА,16
044225707;ФИЛИАЛ АКБ 'ФОРА-БАНК' (ЗАО) В Г.ЛИПЕЦКЕ;30101810300000000707;1;1;ЛИПЕЦК, УЛ.ЗЕГЕЛЯ,44
044583707;ФИЛИАЛ ООО 'ЛЕНОБЛБАНК' В Г.МОСКВА;30101810300000000707;1;1;МОСКВА, ПЕР.КАЗАЧИЙ 2-Й,4 СТР.1
041909707;'СЕВЕРСТРОЙБАНК' ОАО;30101810300000000707;1;1;ВОЛОГДА, УЛ.МАЛЬЦЕВА,52
043002708;ЗАО 'СОЛИД БАНК';30101810300000000708;1;1;ПЕТРОПАВЛОВСК-КАМЧАТСКИЙ, УЛ.ЛУКАШЕВСКОГО,11
042202708;НИЖЕГОРОДСКИЙ ФИЛИАЛ ОАО 'РГС БАНК';30101810300000000708;1;1;НИЖНИЙ НОВГОРОД, УЛ.БОЛЬШАЯ ПЕЧЕРСКАЯ,39
